UT,PY,DOI
WOS:000365130100029,2015.0,10.1007/s11192-015-1751-y
WOS:000363261600009,2015.0,10.1007/s11192-015-1735-y
WOS:000363261600027,2015.0,10.1007/s11192-015-1721-4
WOS:000359143200015,2015.0,10.1007/s11192-015-1614-6
WOS:000355948600012,2015.0,10.1007/s11192-015-1541-6
WOS:000354489600009,2015.0,10.1007/s11192-015-1570-1
WOS:000354489600008,2015.0,10.1007/s11192-015-1564-z
WOS:000352995000017,2015.0,10.1007/s11192-015-1543-4
WOS:000352995000013,2015.0,10.1007/s11192-015-1531-8
WOS:000347297400001,2015.0,10.1007/s11192-014-1473-6
WOS:000347297400016,2015.0,10.1007/s11192-014-1310-y
WOS:000347297400027,2015.0,10.1007/s11192-014-1371-y
WOS:000347297400003,2015.0,10.1007/s11192-014-1437-x
WOS:000345136000018,2014.0,10.1007/s11192-014-1332-5
WOS:000342228300038,2014.0,10.1007/s11192-014-1361-0
WOS:000342228300030,2014.0,10.1007/s11192-014-1366-8
WOS:000342228300020,2014.0,10.1007/s11192-014-1389-1
WOS:000339379600002,2014.0,10.1007/s11192-014-1306-7
WOS:000331559800002,2014.0,10.1007/s11192-012-0923-2
WOS:000330622600044,2014.0,10.1007/s11192-013-1148-8
WOS:000330622600031,2014.0,10.1007/s11192-013-1074-9
WOS:000329319200012,2014.0,10.1007/s11192-013-1030-8
WOS:000327219900020,2013.0,10.1007/s11192-013-0983-y
WOS:000327219900005,2013.0,10.1007/s11192-013-0985-9
WOS:000325475300002,2013.0,10.1007/s11192-013-0992-x
WOS:000320401500003,2013.0,10.1007/s11192-012-0870-y
WOS:000318807000021,2013.0,10.1007/s11192-012-0871-x
WOS:000313711500010,2013.0,10.1007/s11192-012-0791-9
WOS:000313016300022,2013.0,10.1007/s11192-012-0781-y
WOS:000310964500030,2012.0,10.1007/s11192-012-0737-2
WOS:000310964500013,2012.0,10.1007/s11192-012-0767-9
WOS:000307517500016,2012.0,10.1007/s11192-012-0632-x
WOS:000306547000012,2012.0,10.1007/s11192-012-0769-7
WOS:000305686800011,2012.0,10.1007/s11192-012-0719-4
WOS:000303533600011,2012.0,10.1007/s11192-012-0630-z
WOS:000301188500017,2012.0,10.1007/s11192-011-0594-4
WOS:000301188500012,2012.0,10.1007/s11192-011-0530-7
WOS:000301188500020,2012.0,10.1007/s11192-011-0496-5
WOS:000297708000014,2012.0,10.1007/s11192-011-0510-y
WOS:000296474400003,2011.0,10.1007/s11192-011-0489-4
WOS:000294839200006,2011.0,10.1007/s11192-011-0434-6
WOS:000294839200017,2011.0,10.1007/s11192-011-0449-z
WOS:000294839700004,2011.0,10.1007/s11192-011-0440-8
WOS:000292210200008,2011.0,10.1007/s11192-011-0374-1
WOS:000292210200009,2011.0,10.1007/s11192-011-0368-z
WOS:000289106900002,2011.0,10.1007/s11192-011-0339-4
WOS:000275417400016,2010.0,10.1007/s11192-009-0083-1
WOS:000271989600002,2009.0,10.1007/s11192-008-2229-y
WOS:000271989600006,2009.0,10.1007/s11192-009-2058-7
WOS:000271989600001,2009.0,10.1007/s11192-008-2207-4
WOS:000268019900014,2009.0,10.1007/s11192-008-2083-y
WOS:000266914500001,2009.0,10.1007/s11192-008-1641-7
WOS:000265778100006,2009.0,10.1007/s11192-009-0419-x
WOS:000261950000006,2008.0,10.1007/s11192-007-1952-0
WOS:000260472100009,2008.0,10.1007/s11192-007-1986-3
WOS:000259374300001,2008.0,10.1007/s11192-007-1748-2
WOS:000256779500002,2008.0,10.1007/s11192-007-1883-9
WOS:000255094900001,2008.0,10.1007/s11192-007-1771-3
WOS:000228452400002,2005.0,10.1007/s11192-005-0202-6
WOS:000221337500013,2004.0,10.1023/B:SCIE.0000027313.91401.9b
WOS:000182710300005,2003.0,10.1023/A:1023623603913
WOS:000178380300006,2002.0,10.1023/A:1020466813831
WOS:000089449100011,2000.0,10.1023/A:1005647328460
WOS:A1995TH59000008,1995.0,10.1007/BF02020425
WOS:A1993MB29700002,1993.0,10.1007/BF02016897
WOS:000705740400004,2021.0,10.1007/s11192-021-04156-x
WOS:000697088100002,2021.0,10.1007/s11192-021-04123-6
WOS:000653116500001,2021.0,10.1007/s11192-021-04029-3
WOS:000651036100007,2021.0,10.1007/s11192-021-03999-8
WOS:000648311800003,2021.0,10.1007/s11192-021-03937-8
WOS:000630848600009,2021.0,10.1007/s11192-021-03941-y
WOS:000627650900001,2021.0,10.1007/s11192-021-03903-4
WOS:000616881100001,2021.0,10.1007/s11192-020-03832-8
WOS:000681619500001,2021.0,10.1007/s11192-020-03783-0
WOS:000604808200003,2021.0,10.1007/s11192-020-03801-1
WOS:000599791400005,2021.0,10.1007/s11192-020-03810-0
WOS:000599791400006,2021.0,10.1007/s11192-020-03812-y
WOS:000591124400003,2021.0,10.1007/s11192-020-03773-2
WOS:000578562100010,2021.0,10.1007/s11192-020-03723-y
WOS:000569300100009,2021.0,10.1007/s11192-020-03699-9
WOS:000569300100017,2020.0,10.1007/s11192-020-03638-8
WOS:000563809200001,2020.0,10.1007/s11192-020-03683-3
WOS:000560296000001,2020.0,10.1007/s11192-020-03671-7
WOS:000559304800007,2020.0,10.1007/s11192-020-03657-5
WOS:000547804200008,2020.0,10.1007/s11192-020-03607-1
WOS:000539134600001,2020.0,10.1007/s11192-020-03540-3
WOS:000537676800009,2020.0,10.1007/s11192-020-03490-w
WOS:000533832300001,2020.0,10.1007/s11192-020-03499-1
WOS:000522019000003,2020.0,10.1007/s11192-020-03424-6
WOS:000516437800010,2020.0,10.1007/s11192-020-03392-x
WOS:000516437800005,2020.0,10.1007/s11192-020-03387-8
WOS:000517111200024,2020.0,10.1007/s11192-019-03299-2
WOS:000491201000020,2019.0,10.1007/s11192-019-03215-8
WOS:000481434200009,2019.0,10.1007/s11192-019-03180-2
WOS:000471656400012,2019.0,10.1007/s11192-019-03116-w
WOS:000469058000005,2019.0,10.1007/s11192-019-03097-w
WOS:000469058000008,2019.0,10.1007/s11192-019-03104-0
WOS:000464901100013,2019.0,10.1007/s11192-019-03072-5
WOS:000458190700015,2019.0,10.1007/s11192-018-2994-1
WOS:000458190700008,2019.0,10.1007/s11192-018-2988-z
WOS:000451754600017,2018.0,10.1007/s11192-018-2923-3
WOS:000451754600025,2018.0,10.1007/s11192-018-2932-2
WOS:000451754300001,2018.0,10.1007/s11192-018-2892-6
WOS:000442737700041,2018.0,10.1007/s11192-018-2872-x
WOS:000442737700025,2018.0,10.1007/s11192-018-2849-9
WOS:000442007200018,2018.0,10.1007/s11192-018-2802-y
WOS:000442007200021,2018.0,10.1007/s11192-018-2812-9
WOS:000440597800024,2018.0,10.1007/s11192-018-2769-8
WOS:000429006100004,2018.0,10.1007/s11192-018-2689-7
WOS:000412920200008,2017.0,10.1007/s11192-017-2495-7
WOS:000412527000002,2017.0,10.1007/s11192-017-2469-9
WOS:000412527000014,2017.0,10.1007/s11192-017-2480-1
WOS:000412527000007,2017.0,10.1007/s11192-017-2484-x
WOS:000406497200013,2017.0,10.1007/s11192-017-2426-7
WOS:000406497200025,2017.0,10.1007/s11192-017-2450-7
WOS:000406497200024,2017.0,10.1007/s11192-017-2441-8
WOS:000405275500016,2017.0,10.1007/s11192-017-2392-0
WOS:000405275500009,2017.0,10.1007/s11192-017-2412-0
WOS:000403466900022,2017.0,10.1007/s11192-017-2385-z
WOS:000403466900006,2017.0,10.1007/s11192-017-2393-z
WOS:000401747900012,2017.0,10.1007/s11192-017-2278-1
WOS:000399871500003,2017.0,10.1007/s11192-017-2329-7
WOS:000394339500018,2017.0,10.1007/s11192-016-2206-9
WOS:000394148300006,2017.0,10.1007/s11192-016-2183-z
WOS:000393748300022,2017.0,10.1007/s11192-016-2185-x
WOS:000393748300002,2017.0,10.1007/s11192-016-2151-7
WOS:000389336100004,2016.0,10.1007/s11192-016-2115-y
WOS:000389336100019,2016.0,10.1007/s11192-016-2126-8
WOS:000386373000025,2016.0,10.1007/s11192-016-2077-0
WOS:000382914200020,2016.0,10.1007/s11192-016-2013-3
WOS:000382914200006,2016.0,10.1007/s11192-016-2061-8
WOS:000378777500016,2016.0,10.1007/s11192-016-1964-8
WOS:000376273700025,2016.0,10.1007/s11192-016-1893-6
WOS:000376273700029,2016.0,10.1007/s11192-016-1899-0
WOS:000374705700019,2016.0,10.1007/s11192-015-1831-z
WOS:000374705700007,2016.0,10.1007/s11192-015-1829-6
WOS:000369017300007,2016.0,10.1007/s11192-015-1773-5
WOS:000368075800018,2016.0,10.1007/s11192-015-1780-6
WOS:000368075800020,2016.0,10.1007/s11192-015-1705-4
WOS:000365130100042,2015.0,10.1007/s11192-015-1768-2
WOS:000365130100026,2015.0,10.1007/s11192-015-1592-8
WOS:000365130100006,2015.0,10.1007/s11192-015-1641-3
WOS:000363261600015,2015.0,10.1007/s11192-015-1712-5
WOS:000361992800024,2015.0,10.1007/s11192-015-1701-8
WOS:000361992800037,2015.0,10.1007/s11192-015-1694-3
WOS:000359143200010,2015.0,10.1007/s11192-015-1575-9
WOS:000357693000003,2015.0,10.1007/s11192-015-1626-2
WOS:000355948600016,2015.0,10.1007/s11192-015-1566-x
WOS:000355948600003,2015.0,10.1007/s11192-015-1597-3
WOS:000354489600020,2015.0,10.1007/s11192-015-1590-x
WOS:000351546100002,2015.0,10.1007/s11192-015-1528-3
WOS:000350337000028,2015.0,10.1007/s11192-014-1481-6
WOS:000347297400004,2015.0,10.1007/s11192-014-1350-3
WOS:000347297400030,2015.0,10.1007/s11192-014-1398-0
WOS:000342228300023,2014.0,10.1007/s11192-014-1326-3
WOS:000342228300015,2014.0,10.1007/s11192-014-1417-1
WOS:000342228300009,2014.0,10.1007/s11192-014-1378-4
WOS:000342228300041,2014.0,10.1007/s11192-014-1255-1
WOS:000339379600019,2014.0,10.1007/s11192-014-1270-2
WOS:000335905000019,2014.0,10.1007/s11192-014-1235-5
WOS:000335905000002,2014.0,10.1007/s11192-014-1248-0
WOS:000331559800010,2014.0,10.1007/s11192-013-1180-8
WOS:000330622600015,2014.0,10.1007/s11192-013-1101-x
WOS:000330622600030,2014.0,10.1007/s11192-013-1159-5
WOS:000329319200008,2014.0,10.1007/s11192-013-1147-9
WOS:000329319200039,2014.0,10.1007/s11192-013-1129-y
WOS:000327219900003,2013.0,10.1007/s11192-013-1011-y
WOS:000318807000014,2013.0,10.1007/s11192-012-0846-y
WOS:000310964500017,2012.0,10.1007/s11192-012-0712-y
WOS:000307517500012,2012.0,10.1007/s11192-012-0662-4
WOS:000300325800001,2012.0,10.1007/s11192-011-0554-z
WOS:000299088900002,2012.0,10.1007/s11192-011-0523-6
WOS:000297708000009,2012.0,10.1007/s11192-011-0505-8
WOS:000292210400006,2011.0,10.1007/s11192-011-0387-9
WOS:000284888600017,2011.0,10.1007/s11192-010-0207-7
WOS:000209058700001,2011.0,10.1007/s11192-010-0315-4
WOS:000280274400010,2010.0,10.1007/s11192-009-0153-4
WOS:000277418400005,2010.0,10.1007/s11192-009-0138-3
WOS:000276499500015,2010.0,10.1007/s11192-009-0076-0
WOS:000276499500001,2010.0,10.1007/s11192-009-0088-9
WOS:000273950900010,2010.0,10.1007/s11192-009-0032-z
WOS:000270841800019,2009.0,10.1007/s11192-008-2149-x
WOS:000268019900009,2009.0,10.1007/s11192-008-2070-3
WOS:000267368100003,2009.0,10.1007/s11192-008-1939-5
WOS:000266914500006,2009.0,10.1007/s11192-007-2016-1
WOS:000259374300005,2008.0,10.1007/s11192-007-1896-4
WOS:000256779500004,2008.0,10.1007/s11192-007-1890-x
WOS:000251830300010,2008.0,10.1007/s11192-008-0110-7
WOS:000240477700013,2006.0,10.1007/s11192-006-0161-6
WOS:000237888500002,2006.0,10.1007/s11192-006-0092-2
WOS:000240477000007,2006.0,10.1007/s11192-006-0141-x
WOS:000235063000004,2006.0,10.1007/s11192-006-0035-y
WOS:000234603800013,2006.0,10.1007/s11192-006-0029-9
WOS:000231512300005,2005.0,10.1007/s11192-005-0261-8
WOS:000224460100008,2004.0,10.1023/B:SCIE.0000045118.68430.fd
WOS:000221389600006,2004.0,10.1023/B:SCIE.0000027792.09362.3f
WOS:000177329800007,2002.0,10.1023/A:1019671808921
WOS:000178380300002,2002.0,10.1023/A:1020458612014
WOS:000705740400005,2021.0,10.1007/s11192-021-04144-1
WOS:000701634100001,2022.0,10.1007/s11192-021-04139-y
WOS:000695173200002,2021.0,10.1007/s11192-021-04135-2
WOS:000679265600002,2021.0,10.1007/s11192-021-04107-6
WOS:000665683000003,2021.0,10.1007/s11192-021-04043-5
WOS:000664849500016,2021.0,10.1007/s11192-021-04057-z
WOS:000664002200002,2021.0,10.1007/s11192-021-04056-0
WOS:000651036100002,2021.0,10.1007/s11192-021-04016-8
WOS:000621730600009,2021.0,10.1007/s11192-021-03887-1
WOS:000619695300001,2021.0,10.1007/s11192-020-03840-8
WOS:000616881400001,2021.0,10.1007/s11192-020-03826-6
WOS:000615174400001,2021.0,10.1007/s11192-020-03860-4
WOS:000599791400001,2021.0,10.1007/s11192-020-03818-6
WOS:000590999100002,2021.0,10.1007/s11192-020-03760-7
WOS:000590999100004,2021.0,10.1007/s11192-020-03765-2
WOS:000579442800006,2021.0,10.1007/s11192-020-03749-2
WOS:000578562100007,2020.0,10.1007/s11192-020-03721-0
WOS:000569300100012,2020.0,10.1007/s11192-020-03698-w
WOS:000547804200009,2020.0,10.1007/s11192-020-03609-z
WOS:000546356200001,2020.0,10.1007/s11192-020-03593-4
WOS:000544845300010,2020.0,10.1007/s11192-020-03579-2
WOS:000543290600004,2020.0,10.1007/s11192-020-03571-w
WOS:000539970600003,2020.0,10.1007/s11192-020-03532-3
WOS:000537676800008,2020.0,10.1007/s11192-020-03537-y
WOS:000533060200002,2020.0,10.1007/s11192-020-03483-9
WOS:000529892100023,2020.0,10.1007/s11192-020-03405-9
WOS:000516578700022,2020.0,10.1007/s11192-020-03345-4
WOS:000516578700026,2020.0,10.1007/s11192-019-03335-1
WOS:000516245300001,2020.0,10.1007/s11192-020-03353-4
WOS:000491201000013,2019.0,10.1007/s11192-019-03214-9
WOS:000491413900003,2019.0,10.1007/s11192-019-03259-w
WOS:000490369400006,2019.0,10.1007/s11192-019-03251-4
WOS:000485943600017,2019.0,10.1007/s11192-019-03190-0
WOS:000485943600016,2019.0,10.1007/s11192-019-03192-y
WOS:000477044700013,2019.0,10.1007/s11192-019-03143-7
WOS:000471656400013,2019.0,10.1007/s11192-019-03118-8
WOS:000471656400002,2019.0,10.1007/s11192-019-03102-2
WOS:000469058000009,2019.0,10.1007/s11192-019-03100-4
WOS:000469058000002,2019.0,10.1007/s11192-019-03088-x
WOS:000464901100034,2019.0,10.1007/s11192-019-03064-5
WOS:000463637600019,2019.0,10.1007/s11192-019-03035-w
WOS:000463637600001,2019.0,10.1007/s11192-019-03032-z
WOS:000451754600024,2018.0,10.1007/s11192-018-2957-6
WOS:000451754600026,2018.0,10.1007/s11192-018-2937-x
WOS:000451754300030,2018.0,10.1007/s11192-018-2779-6
WOS:000442737700031,2018.0,10.1007/s11192-018-2879-3
WOS:000442737700039,2018.0,10.1007/s11192-018-2870-z
WOS:000442737700026,2018.0,10.1007/s11192-018-2873-9
WOS:000440597800009,2018.0,10.1007/s11192-018-2791-x
WOS:000440597800030,2018.0,10.1007/s11192-018-2789-4
WOS:000440597800010,2018.0,10.1007/s11192-018-2784-9
WOS:000438126800005,2018.0,10.1007/s11192-018-2739-1
WOS:000429006100007,2018.0,10.1007/s11192-018-2699-5
WOS:000429006100019,2018.0,10.1007/s11192-018-2697-7
WOS:000426807700011,2018.0,10.1007/s11192-018-2673-2
WOS:000425306300005,2018.0,10.1007/s11192-017-2606-5
WOS:000419397900012,2018.0,10.1007/s11192-017-2570-0
WOS:000412920200014,2017.0,10.1007/s11192-017-2498-4
WOS:000412527000008,2017.0,10.1007/s11192-017-2467-y
WOS:000412527000032,2017.0,10.1007/s11192-017-2309-y
WOS:000406497200037,2017.0,10.1007/s11192-017-2445-4
WOS:000406497200002,2017.0,10.1007/s11192-017-2427-6
WOS:000406497200020,2017.0,10.1007/s11192-017-2433-8
WOS:000405275500017,2017.0,10.1007/s11192-017-2326-x
WOS:000405275500021,2017.0,10.1007/s11192-017-2415-x
WOS:000403466900029,2017.0,10.1007/s11192-017-2381-3
WOS:000401747900003,2017.0,10.1007/s11192-017-2361-7
WOS:000389336100005,2016.0,10.1007/s11192-016-2130-z
WOS:000382915800026,2016.0,10.1007/s11192-016-2094-z
WOS:000382915800022,2016.0,10.1007/s11192-016-1927-0
WOS:000382914200022,2016.0,10.1007/s11192-016-2028-9
WOS:000379346000013,2016.0,10.1007/s11192-016-2003-5
WOS:000378777500008,2016.0,10.1007/s11192-016-1953-y
WOS:000376273700004,2016.0,10.1007/s11192-016-1943-0
WOS:000374705700011,2016.0,10.1007/s11192-015-1819-8
WOS:000374705700023,2016.0,10.1007/s11192-015-1811-3
WOS:000368075800016,2016.0,10.1007/s11192-015-1771-7
WOS:000365130100020,2015.0,10.1007/s11192-015-1637-z
WOS:000363261600030,2015.0,10.1007/s11192-015-1724-1
WOS:000363261600037,2015.0,10.1007/s11192-015-1740-1
WOS:000361992800031,2015.0,10.1007/s11192-015-1681-8
WOS:000359143200009,2015.0,10.1007/s11192-015-1584-8
WOS:000359143200004,2015.0,10.1007/s11192-015-1633-3
WOS:000351546100018,2015.0,10.1007/s11192-015-1534-5
WOS:000351546100005,2015.0,10.1007/s11192-014-1520-3
WOS:000347297400008,2015.0,10.1007/s11192-014-1426-0
WOS:000347297400037,2015.0,10.1007/s11192-014-1511-4
WOS:000342228300037,2014.0,10.1007/s11192-014-1379-3
WOS:000340569800004,2014.0,10.1007/s11192-014-1299-2
WOS:000339379600003,2014.0,10.1007/s11192-014-1272-0
WOS:000339379600005,2014.0,10.1007/s11192-014-1313-8
WOS:000337171300011,2014.0,10.1007/s11192-013-1215-1
WOS:000334277800012,2014.0,10.1007/s11192-013-1184-4
WOS:000334277800008,2014.0,10.1007/s11192-013-1203-5
WOS:000334277800018,2014.0,10.1007/s11192-013-1204-4
WOS:000331559800015,2014.0,10.1007/s11192-013-1138-x
WOS:000330622600013,2014.0,10.1007/s11192-013-1084-7
WOS:000330622600004,2014.0,10.1007/s11192-013-1181-7
WOS:000329319200035,2014.0,10.1007/s11192-013-1092-7
WOS:000327219900016,2013.0,10.1007/s11192-013-0988-6
WOS:000325475300012,2013.0,10.1007/s11192-013-1076-7
WOS:000320401500017,2013.0,10.1007/s11192-012-0905-4
WOS:000318807000011,2013.0,10.1007/s11192-012-0869-4
WOS:000318807000004,2013.0,10.1007/s11192-012-0877-4
WOS:000314753500012,2013.0,10.1007/s11192-012-0787-5
WOS:000313711500003,2013.0,10.1007/s11192-012-0821-7
WOS:000313016300008,2013.0,10.1007/s11192-012-0765-y
WOS:000307517500001,2012.0,10.1007/s11192-011-0609-1
WOS:000306547000010,2012.0,10.1007/s11192-011-0568-6
WOS:000299088900021,2012.0,10.1007/s11192-011-0491-x
WOS:000299088900017,2012.0,10.1007/s11192-011-0527-2
WOS:000296473400001,2011.0,10.1007/s11192-011-0476-9
WOS:000292210200017,2011.0,10.1007/s11192-011-0344-7
WOS:000286627500013,2011.0,10.1007/s11192-010-0309-2
WOS:000284888600005,2011.0,10.1007/s11192-010-0247-z
WOS:000283090300009,2010.0,10.1007/s11192-010-0245-1
WOS:000274111600016,2010.0,10.1007/s11192-009-0045-7
WOS:000273950900014,2010.0,10.1007/s11192-009-0080-4
WOS:000270979000001,2009.0,10.1007/s11192-008-2170-0
WOS:000270841800004,2009.0,10.1007/s11192-007-2048-6
WOS:000262686700010,2009.0,10.1007/s11192-007-1979-2
WOS:000260003800008,2008.0,10.1007/s11192-007-1934-2
WOS:000257400200003,2008.0,10.1007/s11192-007-1913-7
WOS:000257400200011,2008.0,10.1007/s11192-007-1924-4
WOS:000254486000010,2008.0,10.1007/s11192-007-1587-1
WOS:000248059900004,2007.0,10.1007/s11192-007-1777-2
WOS:000240477700006,2006.0,10.1007/s11192-006-0154-5
WOS:000229005500006,2005.0,10.1007/s11192-005-0227-x
WOS:000186999600012,2003.0,10.1023/B:SCIE.0000006886.37828.4a
WOS:A1994NR54200011,1994.0,10.1007/BF02017218
WOS:A1985ATJ1800006,1985.0,10.1007/BF02016938
WOS:000741622100004,2022.0,10.1007/s11192-021-04211-7
WOS:000720808400001,2022.0,10.1007/s11192-021-04186-5
WOS:000669408100002,2021.0,10.1007/s11192-021-04081-z
WOS:000668393200001,2021.0,10.1007/s11192-021-04079-7
WOS:000664849100002,2021.0,10.1007/s11192-021-04023-9
WOS:000651036000001,2021.0,10.1007/s11192-021-04020-y
WOS:000651036000002,2021.0,10.1007/s11192-021-04019-5
WOS:000630848600008,2021.0,10.1007/s11192-021-03922-1
WOS:000604526600007,2021.0,10.1007/s11192-020-03814-w
WOS:000595362900001,2021.0,10.1007/s11192-020-03817-7
WOS:000579442800001,2021.0,10.1007/s11192-020-03750-9
WOS:000569300100008,2020.0,10.1007/s11192-020-03708-x
WOS:000560296000002,2020.0,10.1007/s11192-020-03664-6
WOS:000559304800010,2020.0,10.1007/s11192-020-03659-3
WOS:000530786700010,2020.0,10.1007/s11192-020-03438-0
WOS:000530786700008,2020.0,10.1007/s11192-020-03448-y
WOS:000529597400006,2020.0,10.1007/s11192-020-03482-w
WOS:000516578700005,2020.0,10.1007/s11192-019-03343-1
WOS:000516941800006,2020.0,10.1007/s11192-020-03385-w
WOS:000511927600004,2020.0,10.1007/s11192-019-03329-z
WOS:000510310800006,2020.0,10.1007/s11192-020-03361-4
WOS:000495302900004,2019.0,10.1007/s11192-019-03230-9
WOS:000491201000012,2019.0,10.1007/s11192-019-03201-0
WOS:000491201000023,2019.0,10.1007/s11192-019-03227-4
WOS:000481434200003,2019.0,10.1007/s11192-019-03166-0
WOS:000481434200004,2019.0,10.1007/s11192-019-03176-y
WOS:000463637600006,2019.0,10.1007/s11192-019-03029-8
WOS:000463637600015,2019.0,10.1007/s11192-019-03023-0
WOS:000463637600011,2019.0,10.1007/s11192-019-03043-w
WOS:000451754600001,2018.0,10.1007/s11192-018-2894-4
WOS:000451754600043,2018.0,10.1007/s11192-018-2952-y
WOS:000451754600006,2018.0,10.1007/s11192-018-2941-1
WOS:000451754300024,2018.0,10.1007/s11192-018-2901-9
WOS:000442737700028,2018.0,10.1007/s11192-018-2865-9
WOS:000442007200035,2018.0,10.1007/s11192-018-2839-y
WOS:000437262800005,2018.0,10.1007/s11192-018-2715-9
WOS:000429006100001,2018.0,10.1007/s11192-018-2679-9
WOS:000426807700009,2018.0,10.1007/s11192-018-2672-3
WOS:000426807700032,2018.0,10.1007/s11192-018-2664-3
WOS:000415715100033,2017.0,10.1007/s11192-017-2255-8
WOS:000415715100016,2017.0,10.1007/s11192-017-2535-3
WOS:000412527000027,2017.0,10.1007/s11192-017-2522-8
WOS:000412527000034,2017.0,10.1007/s11192-017-2375-1
WOS:000412527000030,2017.0,10.1007/s11192-017-2264-7
WOS:000412527000013,2017.0,10.1007/s11192-017-2464-1
WOS:000406497200026,2017.0,10.1007/s11192-017-2436-5
WOS:000406497200010,2017.0,10.1007/s11192-017-2423-x
WOS:000406497200033,2017.0,10.1007/s11192-017-2429-4
WOS:000405275500008,2017.0,10.1007/s11192-017-2422-y
WOS:000403466900036,2017.0,10.1007/s11192-017-2403-1
WOS:000401747900013,2017.0,10.1007/s11192-017-2286-1
WOS:000401747900002,2017.0,10.1007/s11192-017-2358-2
WOS:000401747900019,2017.0,10.1007/s11192-017-2314-1
WOS:000394148300019,2017.0,10.1007/s11192-016-2200-2
WOS:000394148300017,2017.0,10.1007/s11192-016-2187-8
WOS:000393748300013,2017.0,10.1007/s11192-016-2161-5
WOS:000389336100011,2016.0,10.1007/s11192-016-2138-4
WOS:000379346000018,2016.0,10.1007/s11192-016-2002-6
WOS:000378777500020,2016.0,10.1007/s11192-016-1955-9
WOS:000376273700018,2016.0,10.1007/s11192-016-1892-7
WOS:000368075800019,2016.0,10.1007/s11192-015-1704-5
WOS:000363261600029,2015.0,10.1007/s11192-015-1723-2
WOS:000361992800026,2015.0,10.1007/s11192-015-1675-6
WOS:000361992800034,2015.0,10.1007/s11192-015-1668-5
WOS:000357693000005,2015.0,10.1007/s11192-015-1620-8
WOS:000357693000004,2015.0,10.1007/s11192-015-1615-5
WOS:000355948600002,2015.0,10.1007/s11192-015-1581-y
WOS:000351546100006,2015.0,10.1007/s11192-014-1525-y
WOS:000351546100007,2015.0,10.1007/s11192-014-1517-y
WOS:000350337000002,2015.0,10.1007/s11192-014-1509-y
WOS:000350337000031,2015.0,10.1007/s11192-014-1485-2
WOS:000348324000011,2015.0,10.1007/s11192-014-1457-6
WOS:000348324000033,2015.0,10.1007/s11192-014-1460-y
WOS:000348324000039,2015.0,10.1007/s11192-014-1456-7
WOS:000345136000022,2014.0,10.1007/s11192-014-1307-6
WOS:000342228300044,2014.0,10.1007/s11192-014-1343-2
WOS:000342228300016,2014.0,10.1007/s11192-014-1345-0
WOS:000335905000021,2014.0,10.1007/s11192-013-1196-0
WOS:000335905000016,2014.0,10.1007/s11192-013-1195-1
WOS:000334277800009,2014.0,10.1007/s11192-014-1231-9
WOS:000332697600012,2014.0,10.1007/s11192-013-1122-5
WOS:000331559800005,2014.0,10.1007/s11192-013-1091-8
WOS:000331559800045,2014.0,10.1007/s11192-013-1166-6
WOS:000331559800001,2014.0,10.1007/s11192-012-0921-4
WOS:000330622600045,2014.0,10.1007/s11192-013-1162-x
WOS:000329319200031,2014.0,10.1007/s11192-013-1161-y
WOS:000329319200036,2014.0,10.1007/s11192-013-0975-y
WOS:000329319200037,2014.0,10.1007/s11192-013-1032-6
WOS:000325475300019,2013.0,10.1007/s11192-012-0922-3
WOS:000320401500006,2013.0,10.1007/s11192-012-0887-2
WOS:000318807000008,2013.0,10.1007/s11192-012-0880-9
WOS:000317746900018,2013.0,10.1007/s11192-013-0980-1
WOS:000316046000011,2013.0,10.1007/s11192-012-0861-z
WOS:000314753500026,2013.0,10.1007/s11192-012-0792-8
WOS:000310230400013,2012.0,10.1007/s11192-012-0687-8
WOS:000305686800004,2012.0,10.1007/s11192-012-0718-5
WOS:000303533600007,2012.0,10.1007/s11192-012-0618-8
WOS:000301188500006,2012.0,10.1007/s11192-011-0550-3
WOS:000296474400004,2011.0,10.1007/s11192-011-0471-1
WOS:000296474400015,2011.0,10.1007/s11192-011-0474-y
WOS:000294839200018,2011.0,10.1007/s11192-011-0444-4
WOS:000289792600001,2011.0,10.1007/s11192-011-0353-6
WOS:000289792600003,2011.0,10.1007/s11192-011-0354-5
WOS:000289106900009,2011.0,10.1007/s11192-010-0325-2
WOS:000286627500009,2011.0,10.1007/s11192-010-0302-9
WOS:000280947400006,2010.0,10.1007/s11192-010-0259-8
WOS:000275417400009,2010.0,10.1007/s11192-009-0078-y
WOS:000271989600009,2009.0,10.1007/s11192-008-2197-2
WOS:000267368100016,2009.0,10.1007/s11192-007-2013-4
WOS:000263155900001,2009.0,10.1007/s11192-007-1808-2
WOS:000248059900007,2007.0,10.1007/s11192-007-1680-5
WOS:000245453300002,2007.0,10.1007/s11192-007-1657-4
WOS:000244692200004,2007.0,10.1007/s11192-007-1650-y
WOS:000239960700008,2006.0,10.1007/s11192-006-0105-1
WOS:000235063000009,2006.0,10.1007/s11192-006-0040-1
WOS:000231798300005,2005.0,10.1007/s11192-005-0268-1
WOS:000188424200002,2004.0,
WOS:000224460100004,2004.0,10.1023/B:SCIE.0000045114.85737.1b
WOS:000188424200009,2004.0,10.1023/B:SCIE.0000013303.25298.ae
WOS:000186047400006,2003.0,10.1023/A:1026236626942
WOS:000176415400004,2002.0,10.1023/A:1016082432660
WOS:A1997YA40600008,1997.0,10.1007/BF02459265
